id_gi,Cita,Publicaciones
5-1,Cita 16,"Vega-Gálvez, A., Di Scala, K., Rodríguez, K., Lemus-Mondaca, R., Miranda, M., López, J. and Pérez-Won, M. (2009). Effects of air-drying temperature on physico-chemical properties, antioxidant capacity and total phenolic content of red pepper (Capsicum annuum, L. var. Hungarian). Food Chemistry. 117 (4) 647–653. [Disponible en línea]  www.elsevier.com. "
5-1,Cita 17,"Vega-Gálvez, A., Andrés, A., González, E., Notte-Cuello, E.,  Chacana, M.  and  Lemus-Mondaca, R. (2009). Mathematical  modelling  on  drying  process  of  yellow  squat  lobster  (Cervimunida  jhoni) fishery waste for animal feed. Animal Feed Science and Technology, 151(3-4), 268-279. [Disponible en línea] www.elsevier.com   "
5-1,Cita 18,"Vega-Gálvez, A., López, J., Miranda, M., Di Scala, K., Yagnam, F., and Uribe, E. (2009). Mathematical modelling of moisture sorption isotherms and determination of isosteric heat of blueberry variety O’Neil. International Journal of Food Science & Technonogy, 44(10), 2033–2041. [Disponible en línea] www.wiley.com"
5-1,Cita 19,"Vega-Gálvez, A., Notte-Cuello, E., Lemus-Mondaca, R., Zura,  L. and Miranda, M. (2009).  Mathematical modeling  of  mass  transfer  during  rehydration  process  of Aloe vera (Aloe barbadensis Miller). Food and Bioproducts Processing, 87, 254-260.   [Disponible en línea] www.elsevier.com."
5-1,Cita 20,"Miranda, M., Vega-Gálvez, A., García, P., Shi, J., Di Scala, K., Xue, S., Uribe, E. (2010). Effect of temperature on structural properties of Aloe vera (Aloe barbadensis Miller) gel and Weibull distribution for modelling drying process. Food and Bioproducts Processing, 88, 138-144. [Disponible en línea]  www.elsevier.com "
5-1,Cita 21,"Vega-Gálvez, A., Miranda, M., Puente, L., López, L., Rodriguez, K. and Di Scala, K. (2010). Effective moisture diffusivity determination and mathematical modelling of the drying curves of the olive-waste cake. Bioresource Technology, 101(19), 7265-7270. [Disponible en línea] www.elsevier.com "
5-1,Cita 22,"Vega-Gálvez, A., San  Martín, R., Sanders, M., Miranda, M. and Lara, E. (2010).   Characteristics   and   Mathematical   Modeling   of   convective   drying   of   Quinoa (Chenopodium quinoa Willd.): Influence of temperature on the kinetic parameters. Journal of Food Processing and Preservation, 34(6), 945-963. [Disponible en línea] www.wiley.com"
5-1,Cita 23,"López, J., Uribe, E., Vega-Gálvez, A., Miranda, M., Vergara, J., Di Scala, K. (2010). Effect of air temperature on drying kinetics, vitamin C, antioxidant activity, total phenolic content, non-enzymatic browning and firmness of blueberries  variety O´Neil. Food and Bioprocess Technology: An International Journal, 3 (5); 772-777. [Disponible en línea] www.springer.com"
5-1,Cita 24,"Miranda, M., Vega-Gálvez, A., López, J., Parada, G., Sanders, M., Aranda, M., Uribe, E. and Di Scala, K. (2010). Impact of air-drying temperature on nutritional properties, total phenolics content and antioxidant capacity of quinoa seeds (Chenopodium quinoa Willd.). Industrial Crop and Products-An International Journal, 32(3); 258-263. [Disponible en línea] www.elsevier.com "
5-1,Cita 25,"Vega-Gálvez, A., Miranda, M., Vergara, J., Uribe, E., Puente, L., Martínez, E. (2010). Nutrition facts and functional potential of quinoa (Chenopodium quinoa willd.), an ancient andean grain: a Review. Journal of the Science of Food and Agriculture.), 90(15): 2541-2547. [Disponible en línea] www.wiley.com"
5-1,Cita 26,"Uribe, E., Miranda, M., Vega-Gálvez, A., Quispe, I., Clavería, R., Di Scala, K. (2011). Mass Transfer Modeling During Osmotic Dehydration of Jumbo Squid (Dosidicus gigas): Influence of Temperature on Diffusion Coefficients and Kinetic Parameters. Food and Bioprocess Technology, 4(2), 320-326.  [Disponible en línea] www.springer.com"
5-1,Cita 27,"Vega-Gálvez, A., Miranda, M., Clavería, R., Quispe, I., Paez, H., Vergara, J., Uribe, E., Di Scala, K. (2011). Drying Kinetics Modeling and Effect of Air Temperature on Quality of Osmotically Pretreated Jumbo Squid (Dosidicus gigas). LWT - Food Science and Technology,  44 (1), 16-23. [Disponible en línea]  www.elsevier.com"
5-1,Cita 28,"Vega-Gálvez, A., Uribe, E., Perez, M., Tabilo-Munizaga, G., Vergara, J., Garcia-Segovia, P., Lara, E., Di Scala, K. (2011). Effect of high hydrostatic pressure pretreatment on drying kinetics, antioxidant activity, firmness and microstructure of Aloe Vera (Aloe Barbadensis Miller) gel. LWT - Food Science and Technology, 44 (2), 384-391 [Disponible en línea] www.elsevier.com"
5-1,Cita 29,"Vega-Gálvez, A., Dagnino-Subiabre, A., Terreros, G., López, J., Miranda, M., Di Scala, K. (2011). Study of convective drying process of quinoa-supplemented feed for laboratory rats: Mathematical Modeling. Brazilian Archives of Biology and Technology, 54 (1): 161-171. [Disponible en línea] www.scielo.org"
5-1,Cita 30,"Di Scala, K., Vega-Gálvez, A., Uribe, E., Oyanadel, R., Miranda, M., Vergara, J., Quispe, I., Lemus-Mondaca, R. (2011). Changes of quality characteristics of Pepino fruit (Solanum muricatum Ait) during Convective Drying. International Journal of Food Science & Technonogy, 46, 746–753 [Disponible en línea] www.wiley.com"
5-1,Cita 31,"Nuñez-Mancilla, Y., Perez-Won, M., Vega-Gálvez, A., Arias, V., Tabilo-Munizaga, G., Briones-Labarca, V., Lemus-Mondaca, R. and Di Scala, K. (2011). Modeling mass transfer during osmotic dehydration of strawberries under high hydrostatic pressure conditions”. Innovative Food Science and Emerging Technologies, 12, 338-343 [Disponible en línea] www.elsevier.com"
5-1,Cita 32,"Vega-Gálvez, A., Miranda, M., Aranda, M., Henriquez, K., Vergara, J., Tabilo-Munizaga, G., Pérez-Won, M. (2011). “Effect of high hydrostatic pressure on functional properties and quality characteristics of Aloe vera gel (Aloe barbadensis Miller)”. Food Chemistry, 129, 1060-1065.  [Disponible en línea] www.elsevier.com"
5-1,Cita 33,"Tello-Ireland, C., Lemus-Mondaca, R., Vega-Gálvez, A., López, J. and Di Scala, K. (2011). Influence of hot-air temperature on drying kinetics, functional properties, colour, phycobiliproteins, antioxidant capacity, texture and agar yield of alga Gracilaria chilensis. LWT - Food Science and Technology, 44(10) 2112-2118. [Disponible en línea] www.elsevier.com"
5-1,Cita 34,"Uribe, E., Vega-Gálvez, A., Di Scala, K., Oyanadel, R., Saavedra Torrico, J. and Miranda, M. (2011). Characteristics of convective drying of pepino fruit (Solanum muricatum Ait.): Application  of Weibull distribution. Food and Bioprocess Technology: An International Journal, 4, 1349-1356. [Disponible en línea] www.springer.com"
5-1,Cita 35,"Moraga, N., Vega-Gálvez, A. and Lemus-Mondaca, R. (2011). Numerical Simulation of Experimental Freezing Process of Ground Meat Cylinders. International Journal of Food Engineering. 7(6). "
5-1,Cita 36,"Lemus-Mondaca, R., Vega-Gálvez, A., Moraga, N. . (2011). Computational Simulation and Developments Applied to Food Thermal Processing. Food Engineering Reviews, 3: 121–135 [Disponible en línea] www.springer.com"
5-1,Cita 37,"Lemus-Mondaca, R., Plaza-Sáez, D., Vega-Gálvez, A. and  Pérez-Won, M. (2011). Effect of air-temperature and diet composition on drying process of pellets for Japanese abalone (Haliotis discus hannai) feeding. Ciência e Tecnologia de Alimentos, 31(3), 1-9. [Disponible en línea] www.scielo.org"
5-1,Cita 38,"Miranda, M., Vega-Gálvez, A., Sanders, M., Lemus-Mondaca, R., López, J., Di Scala, K. and Martínez, E. (2012). Moisture sorption isotherms of quinoa seeds (Chenopodium quinoa Willd.). Food and Bioprocess Technology, 5 (5): 1686-1693. [Disponible en línea] www.springer.com"
5-1,Cita 39,"Vega-Gálvez, A., Giovagnoli, C., Pérez-Won, M., Tabilo-Munizaga, G., Vergara, J., Miranda, M., Uribe, E. and Di Scala, K. (2012). Application of high hydrostatic pressure to Aloe Vera (Aloe Barbadensis Miller) gel: microbial inactivation and evaluation of quality parameters. Innovative Food Science and Emerging Technologies, 13, 57-63. [Disponible en línea] www.elsevier.com"
5-1,Cita 40,"Vega-Gálvez, A., Ah-Hen, K., Chacana, M., Martínez-Monzó, J., García-Segovia, P., Lemus-Mondaca, R. and Di Scala, K. (2012). Effect of temperature and air velocity on drying kinetics, antioxidant capacity, total phenolic content, colour, texture and microstructure of apple (var. Granny Smith) slices. Food Chemistry, 132. 51–59 [Disponible en línea] www.elsevier.com"
5-1,Cita 41,"Lemus-Mondaca, R., Vega-Gálvez, A., Zura-Bravo, L. and Ah-Hen, K. (2012) Stevia rebaudiana Bertoni, source of a high-potency natural sweetener: A comprehensive review on the biochemical, nutritional and functional aspects. Food Chemistry, 132, 1121-1132. [Disponible en línea] www.elsevier.com"
5-1,Cita 42,"Ah-Hen, K., Fuenzalida, C., Hess, S., Contreras, A., Vega-Gálvez, A. and Lemus-Mondaca, R. (2012). Antioxidant capacity and total phenolics compounds of twelve selected potato landrace clones grown in southern Chile. Chilean Journal of Agricultural Research, 72 (1). 1-7. [Disponible en línea] www.scielo.org"
5-1,Cita 43,"Reyes, J., Guanoquiza, M., Tabilo-Munizaga, G., Vega-Galvez, A., Miranda, M., Pérez-Won, M. (2012). Microbiological stabilization of Aloe vera (Aloe barbadensis Miller) gel by high hydrostatic pressure treatment. International Journal of Food Microbiology 158, 218-224."
5-1,Cita 44,"Miranda, M., Vega-Gálvez, A., Quispe-Fuentes, I., Rodríguez, M.J., Maureira, H., Martínez, E. (2012). Nutritional diversity in six quinoa (Chenopodium quinoa Willd.) ecotypes from three geographical zones of Chile.  Chilean Journal of Agricultural Research, 72 (2), 175-181."
5-1,Cita 45,"Vega-Gálvez, A., Lara, E., Flores, V., Di Scala, K., Lemus-Mondaca., R. (2012). Application of high hydrostatic pressure as a pretreatment of convective drying of blueberries variety O'Neil: mathematical modeling and water diffusion coefficients. Food and Bioprocess Technology: An International Journal, (in Press). DOI 10.1007/s11947-011-0656-x. [Disponible en línea] www.springer.com"
5-1,Cita 46,"Zura, L., Uribe, E., Lemus-Mondaca, R., Saavedra-Torrico, J., Vega-Gálvez, A., Di Scala, K. (2011). Rehydration Capacity of Chilean Papaya (Vasconcellea pubescens): Effect of Process Temperature on Kinetic Parameters and Functional Properties. Food and Bioprocess Technology: An International Journal, (in Press). DOI. 10.1007/s11947-011-0677-5.  [Disponible en línea] www.springer.com"
5-1,Cita 47,"Zura, L., Vega-Gálvez, A., Vergara, J., Lemus-Mondaca, R., Ah-Hen, K., Uribe, E. and Di Scala, K. (2011). Effect of temperature on rehydration kinetics, texture, antioxidant capacity and functional properties of red pepper (Capsicum annuum, L. var. Hungarian). Journal of Food Processing and Preservation, (in Press), doi:10.1111/j.1745-4549.2011.00623.x. [Disponible en línea] www.wiley.com"
5-1,Cita 48,"Ah-Hen, K., Aguëro, J., Vega-Gálvez, A. and Lemus-Mondaca, R. (2011). Moisture diffusivity coefficient and convective drying modeling of murta (Ugni molinae Turcz): Influence of temperature and vacuum on drying kinetics. Food and Bioprocess Technology: An International Journal, DOI: 10.1007/s11947-011-0758-5. [Disponible en línea] www.springer.com"
5-1,Cita 49,"Vega-Gálvez, A., Miranda, M., Lemus-Mondaca, R., Quispe, I., Lozano, M. and Ah-Hen, K. (2011). A kinetic approach to saponin extraction during washing of quinoa (Chenopodium quinoa Willd) seeds. Journal of Food Process Engineering, (in Press), DOI doi:10.1111/j.1745-4530.2012.00673.x.. [Disponible en línea] www.wiley.com "
5-1,Cita 50,"Uribe, E., Lemus-Mondaca, R., Vega-Gálvez, A., López, L., Pereira, K., López, J., Ah-Hen, K. and Di Scala, K. (2012). Quality characterization of olive-waste cake during hot air drying: Nutritional aspects and antioxidant activity. Food and Bioprocess Technology: An International Journal, (in Press), DOI: 10.1007/s11947-012-0802-0."
5-1,Cita 51,"Nuñez-Mancilla, Y., Pérez-Won, M., Uribe, E. Vega-Gálvez, A., Di Scala, K. (2012). Osmotic dehydration under high hydrostatic pressure: effects on antioxidant activity, total phenolics compounds, vitamin C and colour of strawberry (Fragaria vesca)”. LWT - Food Science and Technology, (in Press), DOI 10.1016/ j.lwt.2012.02.027 . [Disponible en línea] www.elsevier.com"
5-1,Cita 52,"Ah-Hen, K., Vega-Gálvez, A., Moraga, N. and Lemus-Mondaca, R. (2012). Modelling of rheological behaviour of pulps and purées from fresh and frozen-thawed murta (Ugni molinae Turcz) berries. International Journal of Food Engineering, 8 (3), art. 6 DOI: 10.1515/1556-3758.2738,  (in Press)"
5-1,Cita 53,"Vega-Gálvez, A., Miranda, M., Nuñez-Mancilla, Y., Garcia-Segovia, P., Ah-Hen, K., Tabilo-Munizaga, G. and Pérez-Won, M. (2012). Influence of high hydrostatic pressure on quality parameters and structural properties of Aloe vera gel (Aloe Barbadensis Miller)”. Journal of Food Science and Technology, DOI: 10.1007/s13197-012-0769-x. (in Press)"
5-1,Cita 54,"Opazo-Navarrete, M., Tabilo-Munizaga, G., Vega-Gálvez, A., Miranda, M. and Pérez-Won, M. (2012). Effects of high hydrostatic pressure (HHP) on the rheological properties of Aloe vera suspensions (Aloe Barbadensis Miller). Innovative Food Science and Emerging Technologies, 10.1016/j.ifset.2012.06.006, (in Press)"
5-1,Cita 55,"Vega-Gálvez, A., Puente-Díaz, L., Lemus-Mondaca, R., Miranda, M. and Torres, M. (2012). Mathematical modelling of thin-layer drying kinetics of Cape gooseberry (Physalis peruviana l.). Journal of Food Processing and Preservation, DOI 10.1111/jfpp.12024, (in Press)"
5-1,Cita 56,"Miranda, M., Vega-Gálvez, A., Martinez, E., López, J., Rodríguez, M.J., Henríquez, K. and Fuentes, F. (2012). Antioxidant activity, nutritional and physicochemical characteristics of six quinoa (Chenopodium quinoa willd.) genotypes cultivated in Chile. Ciência e Tecnologia de Alimentos. "
5-1,Cita 57,"Puente-Díaz, L., Ah-Hen, K., Vega-Gálvez, A., Lemus-Mondaca, R. and Di Scala, K. (2012). Combined infrared-convective drying of murta (Ugni molinae Turcz) berries: Kinetic modelling and quality assessment. Drying Technology, (in Press). "
5-1,Cita 58,"Di Scala, K., Vega-Gálvez, A., Ah-Hen K., Nuñez-Mancilla, Y., Tabilo-Munizaga, G., Pérez-Won, M. and Giovagnoli, C. (2012). Chemical and physical properties of Aloe vera (Aloe barbadensis Miller) gel stored after high hydrostatic pressure processing.  Ciência e Tecnologia de Alimentos, (in Press)"
5-1,Cita 59,"Lemus-Mondaca, R., Moraga, N., Vega-Gálvez, A., Zambra, C. (2012). Coupled 3D heat and mass transfer model for numerical analysis of drying process in papaya slices. Journal of Food Engineering, (in Press)"
5-1,Cita 60,"Zura-Bravo, L., Lemus-Mondaca, R., Vega-Gálvez, A., Ah-Hen, K., García-Segovia, P. (2012). Effect of rehydration temperature on the physicochemical quality attributes of apple (Granny Smith) including antioxidant activity, texture and microstructure in relation to mass transfer kinetics. Journal of Food Process Engeneering."
5-1,Cita 62,"Lemus-Mondaca, R., Vega-Gálvez, A. and Moraga, N. (2012). A 2D computational heat and mass diffusion model for convective drying of fruits and vegetables. VITAE."
5-1,Cita 63,"Miranda, M., Vega-Gálvez, A., Martínez, E., López, J., Marín, R., Aranda, M. and Fuentes, F. (2011). Influence of contrasting environments on seed composition of two quinoa genotypes: nutritional and functional properties. Chilean Journal of Agricultural Research"
5-1,Cita 64,"Diaz-Puente, L., Vega-Gálvez, A., Ah-Hen, K., Aubourg, S., Ortiz, J., Lemus-Mondaca, R. and Zura-Bravo, L. (2010). Influence of air temperature on drying kinetics, colour, firmness and biochemical characteristics of Atlantic salmon (Salmo salar L.) fillets”. Food Chemistry."
5-1,Cita 65,"Lopez, J., Vega-Gálvez, A., Torres, M.J., Lemus-Mondaca, R., Quispe, I. and Di Scala, K. (2009). Influence of air- drying temperature on physico-chemical and functional properties of Cape gooseberry (Physalis peruviana L.). International Journal of Food Science & Technology."
5-1,Cita 66,"Nuñez-Mancilla, Y., Vega-Gálvez, A., Perez-Won, M., Zura, L., Garcia-Segovia, P., Di Scala, K. (2009). Osmotic dehydration under high hydrostatic pressure: Effects on microstructure, functional properties and bioactive compounds of strawberry (Fragaria vesca). Food and Bioprocess Technology: An International Journal"
5-1,Cita 67,"Vega-Gálvez, A., López, J., Ah-Hen, K., Torre, M.J., Lemus-Mondaca, R. (2009). Moisture sorption isotherms, thermodynamic properties and glass transition temperature of Cape gooseberry (Physalis peruviana L.) Journal of Food Science and Technology"
5-1,Cita 68,"Zura-Bravo, L., Vega-Gálvez, A., Lemus-Mondaca, R., Martinez-Monzó, J., Pasten, A., Puente, L. and Di Scala, K. (2009). Influence of drying temperature on dietary fibre, rehydration properties, texture and microstructure of Cape gooseberry (Physalis peruviana L.). Journal of Food Process Engeneering"
5-1,Cita 69,"Di Scala, K., Vega Gálvez, A., Roura, S. and Mascheroni, R. (2009)Numerical simulation of the dehydration of pepper in a packed bed dryer. Trabajo 57 A1. Revista Alimentos Hoy de la Asociación Colombiana de Ciencia y Tecnología de Alimentos. Nº 17. ISSN 2027-2030."
5-1,Cita 70,"Vega Gálvez, A., Miranda, M., Lara, E. and Di Scala, K. (2009). Simulation of drying curves of quinoa (Chenopodium Quinoa Willd.) and determination of water diffusion coefficient.  Trabajo 77 A1. Revista Alimentos Hoy de la Asociación Colombiana de Ciencia y Tecnología de Alimentos, Nº 17. ISSN 2027-2030."
